Date,Open,High,Low,Close,Adj Close,Volume
12-23-08,3.1025,3.138214,3.067857,3.085,2.634071,635031600
12-24-08,3.076429,3.080357,3.019643,3.037143,2.59321,271334000
12-26-08,3.094286,3.122143,3.044286,3.064643,2.616689,308324800
12-29-08,3.09,3.129286,3.038214,3.093214,2.641085,686000000
12-30-08,3.122143,3.144643,3.025714,3.081786,2.631327,967601600
12-31-08,3.070357,3.133571,3.047857,3.048214,2.602663,607541200
1-2-09,3.067143,3.251429,3.041429,3.241071,2.767329,746015200
1-5-09,3.3275,3.435,3.311071,3.377857,2.884122,1181608400
1-6-09,3.426786,3.470357,3.299643,3.322143,2.836552,1289310400
1-7-09,3.278929,3.303571,3.223571,3.250357,2.775258,753048800
1-8-09,3.229643,3.326786,3.215714,3.310714,2.826793,673500800
1-9-09,3.328929,3.335,3.219286,3.235,2.762146,546845600
1-12-09,3.230714,3.249643,3.126786,3.166429,2.703598,617716400
1-13-09,3.151429,3.205,3.083929,3.1325,2.674628,798397600
1-14-09,3.08,3.116071,3.025714,3.0475,2.602053,1021664000
1-15-09,2.8775,3.004286,2.858929,2.977857,2.542589,1831634000
1-16-09,3.010714,3.013571,2.871429,2.940357,2.510571,1047625600
1-20-09,2.926071,2.928571,2.792857,2.792857,2.384631,919914800
1-21-09,2.835357,2.96,2.8325,2.958214,2.525818,1089270000
1-22-09,3.144286,3.214286,3.065,3.155714,2.69445,1409528400
1-23-09,3.100714,3.209643,3.089286,3.155714,2.69445,763770000
1-26-09,3.173571,3.248929,3.153571,3.201429,2.733482,692238400
1-27-09,3.221071,3.269643,3.205,3.240357,2.76672,618038400
1-28-09,3.29,3.392857,3.267857,3.364286,2.872535,861406000
1-29-09,3.324643,3.369286,3.307143,3.321429,2.835942,592729200
1-30-09,3.307143,3.343571,3.214643,3.218929,2.748424,651478800
2-2-09,3.182143,3.285714,3.175,3.268214,2.790505,558247200
2-3-09,3.282857,3.335,3.224286,3.320714,2.835331,599309200
2-4-09,3.329286,3.4375,3.325,3.341071,2.852713,808421600
2-5-09,3.313214,3.473214,3.307857,3.445,2.941451,749246400
2-6-09,3.465,3.571429,3.464286,3.561429,3.040863,687209600
2-9-09,3.571429,3.678571,3.553571,3.661071,3.125939,715010800
2-10-09,3.618929,3.661071,3.466429,3.493929,2.983228,849060800
2-11-09,3.441786,3.511071,3.420357,3.457857,2.952429,674973600
2-12-09,3.4225,3.5625,3.4225,3.545357,3.027139,817188400
2-13-09,3.535357,3.569286,3.504286,3.541429,3.023785,608977600
2-17-09,3.459643,3.465714,3.367143,3.376071,2.882596,678238400
2-18-09,3.394643,3.423214,3.311429,3.370357,2.877719,684779200
2-19-09,3.334643,3.366071,3.218214,3.237143,2.763977,922804400
2-20-09,3.192857,3.3,3.178571,3.257143,2.781053,750316000
2-23-09,3.273214,3.285714,3.089643,3.105357,2.651453,786982000
2-24-09,3.123214,3.246071,3.107143,3.223214,2.752083,807105600
2-25-09,3.209286,3.318571,3.1875,3.255714,2.779832,833053200
2-26-09,3.285714,3.318571,3.177143,3.185357,2.71976,629868400
2-27-09,3.140357,3.260714,3.131071,3.189643,2.723419,706658400
3-2-09,3.147143,3.257143,3.131071,3.140714,2.681641,770929600
3-3-09,3.176071,3.240714,3.138571,3.156071,2.694755,724340400
3-4-09,3.220714,3.313214,3.194643,3.256071,2.780137,741403600
3-5-09,3.230714,3.281071,3.158929,3.172857,2.709087,706899200
3-6-09,3.155,3.157143,2.940357,3.046429,2.601138,1011147200
3-9-09,3.006429,3.128571,2.948929,2.968214,2.534356,698297600
3-10-09,3.031071,3.184643,3.012857,3.165357,2.702684,844258800
3-11-09,3.2075,3.359643,3.199286,3.31,2.826183,846372800
3-12-09,3.317857,3.449286,3.285714,3.441071,2.938096,768457200
3-13-09,3.439286,3.471429,3.393214,3.426071,2.925289,601168400
3-16-09,3.4475,3.478214,3.363571,3.407857,2.909737,797244000
3-17-09,3.401429,3.560357,3.395357,3.559286,3.039033,786646000
3-18-09,3.568214,3.695714,3.561429,3.625714,3.095751,796037200
3-19-09,3.6375,3.685714,3.580357,3.629286,3.0988,500180800
3-20-09,3.646071,3.6825,3.591786,3.628214,3.097885,695587200
3-23-09,3.668214,3.862857,3.633929,3.845,3.282984,666397200
3-24-09,3.798571,3.908571,3.763929,3.803571,3.247611,640612000
3-25-09,3.842143,3.87,3.709286,3.803214,3.247304,646618000
3-26-09,3.851071,3.927857,3.842143,3.923929,3.350376,616252000
3-27-09,3.865357,3.876071,3.8,3.816071,3.258283,492872800
3-30-09,3.7325,3.750357,3.664643,3.731786,3.186318,502796000
3-31-09,3.766071,3.8375,3.75,3.754286,3.205529,570080000
4-1-09,3.7175,3.892857,3.710357,3.881786,3.314393,589372000
4-2-09,3.933571,4.098214,3.920714,4.025357,3.436979,812366800
4-3-09,4.078214,4.1475,4.054286,4.1425,3.536999,636241200
4-6-09,4.105,4.241071,4.045714,4.230357,3.612016,658064400
4-7-09,4.161786,4.166786,4.078214,4.107143,3.50681,536580800
4-8-09,4.1225,4.171071,4.092143,4.154286,3.547062,455630000
4-9-09,4.229286,4.285714,4.212857,4.270357,3.646167,530756800
4-13-09,4.286071,4.320714,4.25,4.293571,3.665987,389236400
4-14-09,4.270357,4.291786,4.1875,4.225357,3.607744,454622000
4-15-09,4.185714,4.223214,4.134286,4.201429,3.587314,412882400
4-16-09,4.256786,4.398214,4.2425,4.3375,3.703496,593446000
4-17-09,4.327857,4.4375,4.294643,4.407857,3.763569,497495600
4-20-09,4.3475,4.3925,4.255714,4.303571,3.674526,466466000
4-21-09,4.246071,4.362143,4.235714,4.348571,3.712949,470685600
4-22-09,4.379643,4.476786,4.328571,4.339643,3.705326,938767200
4-23-09,4.522143,4.542857,4.411071,4.478571,3.823947,945156800
4-24-09,4.451429,4.469286,4.391786,4.425,3.778206,540764000
4-27-09,4.389286,4.464286,4.380714,4.454643,3.803517,480690000
4-28-09,4.405357,4.5075,4.402143,4.425,3.778206,455856800
4-29-09,4.458929,4.530357,4.4225,4.469286,3.816021,458110800
4-30-09,4.507857,4.535714,4.461429,4.493929,3.837059,498489600
5-1-09,4.492857,4.569643,4.492857,4.544286,3.880056,397516000
5-4-09,4.58,4.723214,4.56,4.716786,4.027342,609358400
5-5-09,4.705357,4.745,4.682857,4.739643,4.046857,398255200
5-6-09,4.761786,4.767857,4.650714,4.732143,4.040454,473538800
5-7-09,4.726071,4.728214,4.567857,4.609286,3.935556,531776000
5-8-09,4.608571,4.686786,4.509286,4.613929,3.93952,467964000
5-11-09,4.548929,4.677143,4.54,4.6275,3.951106,404658800
5-12-09,4.627143,4.6325,4.401786,4.443571,3.794063,609481600
5-13-09,4.400357,4.429286,4.263571,4.2675,3.643727,595971600
5-14-09,4.277857,4.411786,4.275,4.391071,3.749235,447826400
5-15-09,4.368571,4.450714,4.343214,4.372143,3.733075,367567200
5-18-09,4.418929,4.525,4.341786,4.523214,3.862064,458841600
5-19-09,4.529286,4.618214,4.490714,4.551786,3.88646,372422400
5-20-09,4.558214,4.614643,4.475,4.495357,3.83828,388584000
5-21-09,4.469643,4.527857,4.388929,4.435,3.786745,407946000
5-22-09,4.430357,4.435,4.348214,4.375,3.735514,297998400
5-26-09,4.455714,4.6725,4.448214,4.670714,3.988005,636927200
5-27-09,4.706429,4.820714,4.675357,4.751786,4.057228,646422000
5-28-09,4.766071,4.835357,4.715357,4.823929,4.118823,487552800
5-29-09,4.835357,4.853571,4.780357,4.850357,4.141389,456534400
6-1-09,4.873929,4.999643,4.857143,4.976786,4.249338,452499600
6-2-09,4.963929,5.047857,4.941071,4.981786,4.253607,456223600
6-3-09,5,5.039643,4.966786,5.033929,4.298129,565199600
6-4-09,5.004643,5.149286,5.001429,5.133571,4.383206,550634000
6-5-09,5.189643,5.228571,5.114643,5.166786,4.411567,632716000
6-8-09,5.136429,5.151071,4.979643,5.1375,4.386562,931652400
6-9-09,5.136071,5.162857,5.019643,5.097143,4.352102,676964400
6-10-09,5.081429,5.083929,4.939286,5.008929,4.276783,688623600
6-11-09,4.983929,5.055714,4.948214,4.998214,4.267633,524823600
6-12-09,4.9575,4.967857,4.858571,4.891786,4.176763,563085600
6-15-09,4.8575,4.890357,4.8175,4.860357,4.149928,539750400
6-16-09,4.880714,4.945357,4.860714,4.869643,4.157858,514805200
6-17-09,4.881071,4.908929,4.804643,4.842143,4.134375,571412800
6-18-09,4.861071,4.928571,4.8425,4.852857,4.143524,427680400
6-19-09,4.931071,4.982143,4.889286,4.981429,4.253303,721856800
6-22-09,5.023929,5.055714,4.868929,4.906071,4.18896,634914000
6-23-09,4.871429,4.891071,4.745714,4.786071,4.086501,706532400
6-24-09,4.836429,4.910714,4.816429,4.865,4.153892,485525600
6-25-09,4.848214,5.007143,4.828929,4.995,4.264891,589447600
6-26-09,4.9925,5.127143,4.990714,5.087143,4.343565,439384400
6-29-09,5.123571,5.141071,5.055,5.070357,4.329234,567616000
6-30-09,5.092143,5.135714,5.064286,5.086786,4.343261,434224000
7-1-09,5.125,5.166429,5.09,5.101071,4.355457,414178800
7-2-09,5.044643,5.101071,4.9925,5.000714,4.26977,370479200
7-6-09,4.953571,4.963929,4.866071,4.950357,4.226772,498688400
7-7-09,4.945714,4.988571,4.827857,4.835714,4.128887,461596800
7-8-09,4.854286,4.93,4.800714,4.900714,4.184386,575929200
7-9-09,4.92,4.928214,4.854643,4.87,4.158162,343025200
7-10-09,4.869286,4.963214,4.868571,4.947143,4.22403,445275600
7-13-09,4.983571,5.083571,4.911786,5.083571,4.340515,483501200
7-14-09,5.0725,5.113571,5.041429,5.081071,4.33838,347247600
7-15-09,5.18,5.25,5.154286,5.245714,4.478957,485587200
7-16-09,5.205714,5.286429,5.198929,5.268571,4.498475,393570800
7-17-09,5.324286,5.429286,5.308214,5.419643,4.627464,602154000
7-20-09,5.473929,5.537143,5.388929,5.461071,4.662837,735526400
7-21-09,5.474643,5.479643,5.348214,5.411071,4.620144,874781600
7-22-09,5.635357,5.668929,5.575357,5.597857,4.779629,874104000
7-23-09,5.593929,5.658571,5.555714,5.636429,4.812564,526962800
7-24-09,5.605357,5.714286,5.589286,5.713929,4.878734,438362400
7-27-09,5.720357,5.745714,5.616429,5.717857,4.882089,433311200
7-28-09,5.674286,5.717857,5.628571,5.714286,4.879039,363554800
7-29-09,5.675,5.730357,5.651786,5.715357,4.879954,382158000
7-30-09,5.775,5.882857,5.767857,5.813929,4.964119,469604800
7-31-09,5.821071,5.892857,5.818214,5.835357,4.982414,422536800
8-3-09,5.900357,5.951429,5.888214,5.943929,5.075118,394240000
8-4-09,5.890357,5.913214,5.864643,5.9125,5.048281,395810800
8-5-09,5.919643,5.978214,5.864643,5.896786,5.034862,423183600
8-6-09,5.913571,5.946786,5.824643,5.853929,4.998273,341616800
8-7-09,5.910357,5.95,5.885714,5.911071,5.04706,387354800
8-10-09,5.916429,5.95,5.845,5.882857,5.02297,300294400
8-11-09,5.846071,5.870714,5.781429,5.815357,4.965338,355342400
8-12-09,5.805357,5.953929,5.802143,5.903929,5.040963,445071200
8-13-09,5.951786,6.023929,5.946429,6.015,5.135799,439980800
8-14-09,5.997857,6.008214,5.911786,5.956429,5.085789,305816000
8-17-09,5.841071,5.8425,5.693571,5.699643,4.866536,524381200
8-18-09,5.7725,5.865714,5.764643,5.857143,5.001016,431152400
8-19-09,5.8125,5.903571,5.801786,5.878571,5.019311,413271600
8-20-09,5.892143,5.954286,5.878929,5.940357,5.072067,342031200
8-21-09,5.9875,6.048929,5.957143,6.043571,5.160193,416074400
8-24-09,6.075714,6.096786,6.009643,6.037857,5.155316,406929600
8-25-09,6.052143,6.105,6.040357,6.05,5.165684,324354800
8-26-09,6.032857,6.055357,5.955714,5.978929,5.104999,303998800
8-27-09,6.026786,6.056071,5.886786,6.051786,5.167208,449181600
8-28-09,6.1525,6.160357,6.018929,6.073214,5.185504,453700800
8-31-09,6.005714,6.030357,5.946429,6.0075,5.129395,311337600
9-1-09,5.999643,6.071429,5.890714,5.903571,5.040658,469028000
9-2-09,5.879286,5.986071,5.861071,5.899286,5.036997,364249200
9-3-09,5.944286,5.967857,5.892857,5.948214,5.078775,293955200
9-4-09,5.974286,6.096429,5.9675,6.0825,5.193432,374628800
9-8-09,6.177857,6.183571,6.142857,6.176071,5.273327,315047600
9-9-09,6.170714,6.231071,6.060714,6.112143,5.218743,811087200
9-10-09,6.145,6.1875,6.100357,6.162857,5.262044,491134000
9-11-09,6.175357,6.185,6.1025,6.148571,5.249846,348961200
9-14-09,6.101071,6.210714,6.080357,6.204286,5.297418,322011200
9-15-09,6.215714,6.273214,6.199643,6.255714,5.341329,426470800
9-16-09,6.356786,6.526786,6.352857,6.495357,5.545944,754023200
9-17-09,6.499286,6.671071,6.498929,6.591071,5.627666,810572000
9-18-09,6.636786,6.6625,6.598571,6.607857,5.641999,601582800
9-21-09,6.581786,6.612857,6.486429,6.572143,5.611506,437715600
9-22-09,6.613929,6.620714,6.530357,6.588571,5.625532,356753600
9-23-09,6.621429,6.746429,6.608214,6.625,5.656636,593563600
9-24-09,6.685714,6.703571,6.5275,6.565,5.605406,550880400
9-25-09,6.500357,6.625,6.48,6.513214,5.56119,445239200
9-28-09,6.566786,6.667143,6.5475,6.648214,5.676456,337444800
9-29-09,6.668929,6.692857,6.5825,6.620714,5.652977,345385600
9-30-09,6.6475,6.658929,6.521786,6.619643,5.652064,539585200
10-1-09,6.619643,6.650714,6.453571,6.459286,5.515145,524711600
10-2-09,6.478929,6.640714,6.476786,6.603571,5.63834,553308000
10-5-09,6.65,6.673571,6.581071,6.643571,5.672493,423133200
10-6-09,6.705,6.786071,6.689286,6.786071,5.794164,605085600
10-7-09,6.777143,6.805357,6.751071,6.794643,5.801484,465668000
10-8-09,6.809286,6.8375,6.746071,6.759643,5.7716,438211200
10-9-09,6.748929,6.810714,6.736429,6.8025,5.80819,293272000
10-12-09,6.822143,6.839643,6.772857,6.814643,5.818559,288024800
10-13-09,6.808214,6.8275,6.775,6.786429,5.794469,348020400
10-14-09,6.866071,6.868571,6.793929,6.831786,5.833198,375510800
10-15-09,6.7725,6.818571,6.768929,6.805714,5.810937,373556400
10-16-09,6.7625,6.798571,6.708571,6.716071,5.734396,431426800
10-19-09,6.708929,6.785714,6.626786,6.780714,5.78959,942230800
10-20-09,7.164286,7.205357,7.066071,7.098571,6.060986,1141039200
10-21-09,7.125714,7.453929,7.115357,7.318571,6.248829,1193726800
10-22-09,7.310714,7.423214,7.2325,7.328571,6.257369,791392000
10-23-09,7.346429,7.35,7.258214,7.283571,6.218946,420786800
10-26-09,7.273929,7.383929,7.146429,7.231429,6.174426,484338400
10-27-09,7.202143,7.243214,7.016071,7.048929,6.0186,756551600
10-28-09,7.061071,7.072143,6.825,6.871429,5.867044,818386800
10-29-09,6.964286,7.028929,6.862143,7.0125,5.987496,570270400
10-30-09,7.002143,7.028571,6.720357,6.732143,5.748118,717525200
11-2-09,6.778571,6.888571,6.6275,6.761071,5.772818,678983200
11-3-09,6.708929,6.768571,6.64,6.741071,5.755743,522541600
11-4-09,6.811786,6.923214,6.793929,6.814643,5.818559,487530400
11-5-09,6.871429,6.964286,6.850714,6.929643,5.91675,384801200
11-6-09,6.875357,6.971071,6.871429,6.940714,5.926203,295097600
11-9-09,7.033571,7.210714,7.009286,7.195,6.143321,528855600
11-10-09,7.179286,7.320714,7.178929,7.249286,6.189673,401195200
11-11-09,7.305714,7.321429,7.208214,7.258929,6.197906,443870000
11-12-09,7.255,7.316786,7.193929,7.213929,6.159483,363731200
11-13-09,7.245357,7.315357,7.216786,7.301786,6.234498,343240800
11-16-09,7.338571,7.428571,7.321786,7.379643,6.300974,485206400
11-17-09,7.36,7.408571,7.321429,7.392857,6.312257,396513600
11-18-09,7.376429,7.392857,7.285714,7.355714,6.280545,374320800
11-19-09,7.3075,7.3075,7.135714,7.161071,6.11435,542326400
11-20-09,7.1125,7.156786,7.062857,7.14,6.09636,406666400
11-23-09,7.25,7.357143,7.248214,7.352857,6.278105,474896800
11-24-09,7.333214,7.352857,7.246429,7.301429,6.234192,318438400
11-25-09,7.335714,7.344643,7.277143,7.2925,6.226569,286454000
11-27-09,7.115,7.248571,7.084643,7.163929,6.116791,295257200
11-30-09,7.1825,7.202857,7.098929,7.139643,6.096056,424858000
12-1-09,7.222857,7.241786,7.029643,7.034643,6.006402,465763200
12-2-09,7.105714,7.193571,6.991071,7.008214,5.983836,715260000
12-3-09,7.050714,7.106429,7.009643,7.017143,5.99146,448719600
12-4-09,7.132143,7.138571,6.795714,6.904286,5.895101,826884800
12-7-09,6.904286,6.920357,6.738571,6.748214,5.76184,714758800
12-8-09,6.762857,6.869643,6.739286,6.781071,5.789895,690398800
12-9-09,6.831429,7.077143,6.796786,7.064286,6.031713,684782000
12-10-09,7.125,7.132143,7.004286,7.015357,5.989935,489669600
12-11-09,7.063571,7.071429,6.908214,6.9525,5.936267,429774800
12-14-09,6.9775,7.051071,6.877143,7.035,6.006707,495790400
12-15-09,6.993929,7.053929,6.9025,6.934643,5.92102,419459600
12-16-09,6.967857,7.017857,6.948214,6.965357,5.947245,352984800
12-17-09,6.937857,6.964286,6.821429,6.852143,5.850578,388838800
12-18-09,6.898929,6.982143,6.878571,6.979643,5.959442,608770400
12-21-09,7.001786,7.133929,6.988214,7.079643,6.044827,611906400
12-22-09,7.122857,7.173214,7.095,7.155714,6.109777,349515600
12-23-09,7.185714,7.227857,7.171786,7.217857,6.162837,345525600
12-24-09,7.269643,7.476786,7.2625,7.465714,6.374466,500889200
12-28-09,7.561429,7.641071,7.486071,7.5575,6.452835,644565600
12-29-09,7.593929,7.597143,7.454643,7.467857,6.376295,445205600
12-30-09,7.458214,7.571429,7.439643,7.558571,6.45375,412084400
12-31-09,7.611786,7.619643,7.52,7.526071,6.425999,352410800
1-4-10,7.6225,7.660714,7.585,7.643214,6.526021,493729600
1-5-10,7.664286,7.699643,7.616071,7.656429,6.537304,601904800
1-6-10,7.656429,7.686786,7.526786,7.534643,6.433319,552160000
1-7-10,7.5625,7.571429,7.466071,7.520714,6.421426,477131200
1-8-10,7.510714,7.571429,7.466429,7.570714,6.464116,447610800
1-11-10,7.6,7.607143,7.444643,7.503929,6.407095,462229600
1-12-10,7.471071,7.491786,7.372143,7.418571,6.334213,594459600
1-13-10,7.423929,7.533214,7.289286,7.523214,6.42356,605892000
1-14-10,7.503929,7.516429,7.465,7.479643,6.386358,432894000
1-15-10,7.533214,7.557143,7.3525,7.354643,6.279629,594067600
1-19-10,7.440357,7.685357,7.401429,7.68,6.557429,730007600
1-20-10,7.675357,7.698214,7.482143,7.561786,6.456496,612152800
1-21-10,7.574286,7.618214,7.400357,7.431071,6.344886,608154400
1-22-10,7.385,7.410714,7.041429,7.0625,6.030186,881767600
1-25-10,7.2325,7.310714,7.149643,7.2525,6.192414,1065699600
1-26-10,7.355357,7.6325,7.235,7.355,6.279934,1867110000
1-27-10,7.3875,7.520714,7.126071,7.424286,6.339091,1722568400
1-28-10,7.318929,7.339286,7.096429,7.1175,6.077148,1173502400
1-29-10,7.181429,7.221429,6.794643,6.859286,5.856676,1245952400
2-1-10,6.870357,7,6.832143,6.954643,5.938096,749876400
2-2-10,6.996786,7.011429,6.906429,6.995,5.972553,698342400
2-3-10,6.970357,7.15,6.943571,7.115357,6.075319,615328000
2-4-10,7.026071,7.084643,6.841786,6.858929,5.856372,757652000
2-5-10,6.879643,7,6.816071,6.980714,5.960356,850306800
2-8-10,6.988929,7.067143,6.928571,6.932857,5.919495,478270800
2-9-10,7.015,7.053571,6.955357,7.006786,5.982618,632886800
2-10-10,6.996071,7.021429,6.937857,6.968571,5.949987,370361600
2-11-10,6.96,7.133929,6.930714,7.095357,6.058243,550345600
2-12-10,7.075357,7.201429,6.982143,7.156429,6.110387,655468800
2-16-10,7.212143,7.274643,7.197143,7.264286,6.202479,543737600
2-17-10,7.2925,7.296786,7.173571,7.233929,6.17656,436396800
2-18-10,7.201071,7.281786,7.175714,7.2475,6.188145,422825200
2-19-10,7.209286,7.257143,7.1825,7.2025,6.149724,415469600
2-22-10,7.226429,7.232143,7.113929,7.157857,6.111608,390563600
2-23-10,7.142857,7.190357,6.989643,7.037857,6.009146,575094800
2-24-10,7.079643,7.194286,7.065714,7.166429,6.118925,460566400
2-25-10,7.049286,7.245,7.031786,7.214286,6.159787,665126000
2-26-10,7.227857,7.3275,7.214286,7.307857,6.239681,507460800
3-1-10,7.348214,7.482143,7.3375,7.463929,6.372941,550093600
3-2-10,7.4975,7.529643,7.419286,7.458929,6.368671,566546400
3-3-10,7.462143,7.495357,7.426429,7.476071,6.383309,372052800
3-4-10,7.474286,7.532857,7.451071,7.525357,6.42539,366041200
3-5-10,7.676429,7.846429,7.665357,7.819643,6.676661,899620400
3-8-10,7.8575,7.860357,7.794643,7.824286,6.680625,429889600
3-9-10,7.796786,8.035714,7.781786,7.965,6.800771,920259200
3-10-10,7.993929,8.052857,7.971429,8.03,6.856269,596218000
3-11-10,7.996786,8.053571,7.975714,8.053571,6.876396,405700400
3-12-10,8.120357,8.133214,8.0625,8.092857,6.909939,416323600
3-15-10,8.049286,8.053571,7.866071,7.994286,6.825777,493502800
3-16-10,8.006429,8.035,7.946786,8.016071,6.844377,446908000
3-17-10,8.032143,8.0875,7.973929,8.004286,6.834314,450956800
3-18-10,8.003571,8.035714,7.950357,8.023214,6.850477,342109600
3-19-10,8.028214,8.044286,7.901071,7.9375,6.777291,559445600
3-22-10,7.873929,8.071429,7.8625,8.026786,6.853526,456419600
3-23-10,8.058571,8.170714,8.003571,8.155714,6.96361,602431200
3-24-10,8.13,8.221429,8.125357,8.191786,6.994409,597780400
3-25-10,8.247143,8.248929,8.080357,8.094643,6.911466,542284400
3-26-10,8.176786,8.283929,8.1625,8.246429,7.041063,640875200
3-29-10,8.321429,8.3525,8.272143,8.299643,7.0865,540744400
3-30-10,8.45,8.481429,8.366071,8.423214,7.192007,527310000
3-31-10,8.410357,8.450357,8.373571,8.392857,7.166089,430659600
4-1-10,8.478929,8.526071,8.3125,8.4275,7.195668,603145200
4-5-10,8.392143,8.518214,8.384643,8.5175,7.272511,684507600
4-6-10,8.507143,8.58,8.464286,8.555,7.304533,447017200
4-7-10,8.555357,8.64,8.523571,8.592857,7.336855,628502000
4-8-10,8.587143,8.626429,8.501429,8.569643,7.317034,572989200
4-9-10,8.6225,8.638929,8.587857,8.635357,7.373142,334182800
4-12-10,8.65,8.681071,8.636071,8.653214,7.388391,333026400
4-13-10,8.637857,8.671429,8.611071,8.658214,7.392657,306210800
4-14-10,8.76,8.778929,8.716786,8.774643,7.492072,404076400
4-15-10,8.777857,8.893929,8.768214,8.89,7.590567,376784800
4-16-10,8.8775,8.969286,8.733929,8.835714,7.544215,750545600
4-19-10,8.8225,8.853214,8.634643,8.823929,7.534151,566924400
4-20-10,8.876429,8.901786,8.677143,8.735357,7.458528,738326400
4-21-10,9.242857,9.294643,9.133214,9.257857,7.904652,982391200
4-22-10,9.222857,9.526786,9.15,9.516786,8.125733,793424800
4-23-10,9.571071,9.720714,9.535714,9.6725,8.25869,796955600
4-26-10,9.71,9.730714,9.578214,9.625,8.218134,479068800
4-27-10,9.545357,9.565714,9.304286,9.358571,7.990648,709343600
4-28-10,9.401786,9.428571,9.1575,9.342857,7.977229,758402400
4-29-10,9.393571,9.642857,9.3575,9.594286,8.191907,558840800
4-30-10,9.618214,9.663214,9.321429,9.324643,7.961679,542463600
5-3-10,9.422857,9.567143,9.388571,9.5125,8.122075,454342000
5-4-10,9.388929,9.403214,9.169643,9.238571,7.888187,723819600
